# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

acopper.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
blocksbuild::<player>::dark_oak_fence, long, 0000000000000000
blocksbuild::<player>::dark_oak_fence_gate, long, 0000000000000000
blocksbuild::<player>::dark_oak_log, long, 0000000000000000
blocksbuild::<player>::dark_oak_planks, long, 0000000000000000
blocksbuild::<player>::dark_oak_slab, long, 0000000000000000
blocksbuild::<player>::dark_oak_stairs, long, 0000000000000000
blocksbuild::<player>::dark_oak_trapdoor, long, 0000000000000000
blocksbuild::<player>::dark_prismarine, long, 0000000000000000
blocksbuild::<player>::dark_prismarine_slab, long, 0000000000000000
blocksbuild::<player>::dark_prismarine_stairs, long, 0000000000000000
blocksbuild::<player>::deepslate, long, 0000000000000000
blocksbuild::<player>::deepslate_brick_slab, long, 0000000000000000
blocksbuild::<player>::deepslate_brick_stairs, long, 0000000000000000
blocksbuild::<player>::deepslate_brick_wall, long, 0000000000000000
blocksbuild::<player>::deepslate_bricks, long, 0000000000000000
blocksbuild::<player>::deepslate_tile_slab, long, 0000000000000000
blocksbuild::<player>::deepslate_tile_stairs, long, 0000000000000000
blocksbuild::<player>::deepslate_tile_wall, long, 0000000000000000
blocksbuild::<player>::deepslate_tiles, long, 0000000000000000
blocksbuild::<player>::diorite, long, 0000000000000000
blocksbuild::<player>::diorite_slab, long, 0000000000000000
blocksbuild::<player>::diorite_stairs, long, 0000000000000000
blocksbuild::<player>::diorite_wall, long, 0000000000000000
blocksbuild::<player>::end_stone, long, 0000000000000000
blocksbuild::<player>::end_stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::end_stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::end_stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::end_stone_bricks, long, 0000000000000000
blocksbuild::<player>::gilded_blackstone, long, 0000000000000000
blocksbuild::<player>::granite, long, 0000000000000000
blocksbuild::<player>::granite_slab, long, 0000000000000000
blocksbuild::<player>::granite_stairs, long, 0000000000000000
blocksbuild::<player>::granite_wall, long, 0000000000000000
blocksbuild::<player>::honey_block, long, 0000000000000000
blocksbuild::<player>::iron_bars, long, 0000000000000000
blocksbuild::<player>::jungle_door, long, 0000000000000000
blocksbuild::<player>::jungle_fence, long, 0000000000000000
blocksbuild::<player>::jungle_fence_gate, long, 0000000000000000
blocksbuild::<player>::jungle_log, long, 0000000000000000
blocksbuild::<player>::jungle_planks, long, 0000000000000000
blocksbuild::<player>::jungle_slab, long, 0000000000000000
blocksbuild::<player>::jungle_stairs, long, 0000000000000000
blocksbuild::<player>::jungle_trapdoor, long, 0000000000000000
blocksbuild::<player>::mangrove_door, long, 0000000000000000
blocksbuild::<player>::mangrove_fence, long, 0000000000000000
blocksbuild::<player>::mangrove_fence_gate, long, 0000000000000000
blocksbuild::<player>::mangrove_log, long, 0000000000000000
blocksbuild::<player>::mangrove_planks, long, 0000000000000000
blocksbuild::<player>::mangrove_slab, long, 0000000000000000
blocksbuild::<player>::mangrove_stairs, long, 0000000000000000
blocksbuild::<player>::mangrove_trapdoor, long, 0000000000000000
blocksbuild::<player>::mossy_cobblestone, long, 0000000000000000
blocksbuild::<player>::mossy_cobblestone_slab, long, 0000000000000000
blocksbuild::<player>::mossy_cobblestone_stairs, long, 0000000000000000
blocksbuild::<player>::mossy_cobblestone_wall, long, 0000000000000000
blocksbuild::<player>::mossy_stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::mossy_stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::mossy_stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::mossy_stone_bricks, long, 0000000000000000
blocksbuild::<player>::mud, long, 0000000000000000
blocksbuild::<player>::mud_brick_slab, long, 0000000000000000
blocksbuild::<player>::mud_brick_stairs, long, 0000000000000000
blocksbuild::<player>::mud_brick_wall, long, 0000000000000000
blocksbuild::<player>::mud_bricks, long, 0000000000000000
blocksbuild::<player>::muddy_mangrove_roots, long, 0000000000000000
blocksbuild::<player>::nether_brick, long, 0000000000000000
blocksbuild::<player>::nether_brick_fence, long, 0000000000000000
blocksbuild::<player>::nether_brick_slab, long, 0000000000000000
blocksbuild::<player>::nether_brick_stairs, long, 0000000000000000
blocksbuild::<player>::nether_brick_wall, long, 0000000000000000
blocksbuild::<player>::nether_bricks, long, 0000000000000000
blocksbuild::<player>::netherrack, long, 0000000000000000
blocksbuild::<player>::oak_door, long, 0000000000000000
blocksbuild::<player>::oak_fence, long, 0000000000000000
blocksbuild::<player>::oak_fence_gate, long, 0000000000000000
blocksbuild::<player>::oak_log, long, 0000000000000000
blocksbuild::<player>::oak_planks, long, 0000000000000000
blocksbuild::<player>::oak_slab, long, 0000000000000000
blocksbuild::<player>::oak_stairs, long, 0000000000000000
blocksbuild::<player>::oak_trapdoor, long, 0000000000000000
blocksbuild::<player>::packed_mud, long, 0000000000000000
blocksbuild::<player>::pickup, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_door, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_fence, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_log, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_planks, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_slab, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::acacia_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::andesite, long, 0000000000000000
blocksbuild::<player>::pickup::andesite_slab, long, 0000000000000000
blocksbuild::<player>::pickup::andesite_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::andesite_wall, long, 0000000000000000
blocksbuild::<player>::pickup::basalt, long, 0000000000000000
blocksbuild::<player>::pickup::birch_door, long, 0000000000000000
blocksbuild::<player>::pickup::birch_fence, long, 0000000000000000
blocksbuild::<player>::pickup::birch_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::birch_log, long, 0000000000000000
blocksbuild::<player>::pickup::birch_planks, long, 0000000000000000
blocksbuild::<player>::pickup::birch_slab, long, 0000000000000000
blocksbuild::<player>::pickup::birch_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::birch_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::blackstone, long, 0000000000000000
blocksbuild::<player>::pickup::blackstone_slab, long, 0000000000000000
blocksbuild::<player>::pickup::blackstone_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::blackstone_wall, long, 0000000000000000
blocksbuild::<player>::pickup::brick, long, 0000000000000000
blocksbuild::<player>::pickup::brick_slab, long, 0000000000000000
blocksbuild::<player>::pickup::brick_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::brick_wall, long, 0000000000000000
blocksbuild::<player>::pickup::bricks, long, 0000000000000000
blocksbuild::<player>::pickup::calcite, long, 0000000000000000
blocksbuild::<player>::pickup::chiseled_nether_brick, long, 0000000000000000
blocksbuild::<player>::pickup::chiseled_polished_blackstone, long, 0000000000000000
blocksbuild::<player>::pickup::chiseled_quartz_block, long, 0000000000000000
blocksbuild::<player>::pickup::chiseled_red_sandstone, long, 0000000000000000
blocksbuild::<player>::pickup::chiseled_sandstone, long, 0000000000000000
blocksbuild::<player>::pickup::chiseled_stone_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::cobbled_deepslate, long, 0000000000000000
blocksbuild::<player>::pickup::cobbled_deepslate_slab, long, 0000000000000000
blocksbuild::<player>::pickup::cobbled_deepslate_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::cobbled_deepslate_wall, long, 0000000000000000
blocksbuild::<player>::pickup::cobblestone, long, 0000000000000000
blocksbuild::<player>::pickup::cobblestone_slab, long, 0000000000000000
blocksbuild::<player>::pickup::cobblestone_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::cobblestone_wall, long, 0000000000000000
blocksbuild::<player>::pickup::cracked_deepslate_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::cracked_deepslate_tiles, long, 0000000000000000
blocksbuild::<player>::pickup::cracked_nether_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::cracked_polished_blackstone_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::cracked_stone_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_door, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_fence, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_planks, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_slab, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_stem, long, 0000000000000000
blocksbuild::<player>::pickup::crimson_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::cut_red_sandstone, long, 0000000000000000
blocksbuild::<player>::pickup::cut_red_sandstone_slab, long, 0000000000000000
blocksbuild::<player>::pickup::cut_sandstone, long, 0000000000000000
blocksbuild::<player>::pickup::cut_sandstone_slab, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_door, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_fence, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_log, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_planks, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_slab, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::dark_oak_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::dark_prismarine, long, 0000000000000000
blocksbuild::<player>::pickup::dark_prismarine_slab, long, 0000000000000000
blocksbuild::<player>::pickup::dark_prismarine_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_brick_slab, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_brick_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_brick_wall, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_tile_slab, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_tile_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_tile_wall, long, 0000000000000000
blocksbuild::<player>::pickup::deepslate_tiles, long, 0000000000000000
blocksbuild::<player>::pickup::diorite, long, 0000000000000000
blocksbuild::<player>::pickup::diorite_slab, long, 0000000000000000
blocksbuild::<player>::pickup::diorite_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::diorite_wall, long, 0000000000000000
blocksbuild::<player>::pickup::end_stone, long, 0000000000000000
blocksbuild::<player>::pickup::end_stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::pickup::end_stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::end_stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::pickup::end_stone_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::gilded_blackstone, long, 0000000000000000
blocksbuild::<player>::pickup::granite, long, 0000000000000000
blocksbuild::<player>::pickup::granite_slab, long, 0000000000000000
blocksbuild::<player>::pickup::granite_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::granite_wall, long, 0000000000000000
blocksbuild::<player>::pickup::honey_block, long, 0000000000000000
blocksbuild::<player>::pickup::iron_bars, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_door, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_fence, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_log, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_planks, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_slab, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::jungle_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_door, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_fence, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_log, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_planks, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_slab, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::mangrove_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_cobblestone, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_cobblestone_slab, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_cobblestone_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_cobblestone_wall, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::pickup::mossy_stone_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::mud, long, 0000000000000000
blocksbuild::<player>::pickup::mud_brick_slab, long, 0000000000000000
blocksbuild::<player>::pickup::mud_brick_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::mud_brick_wall, long, 0000000000000000
blocksbuild::<player>::pickup::mud_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::muddy_mangrove_roots, long, 0000000000000000
blocksbuild::<player>::pickup::nether_brick, long, 0000000000000000
blocksbuild::<player>::pickup::nether_brick_fence, long, 0000000000000000
blocksbuild::<player>::pickup::nether_brick_slab, long, 0000000000000000
blocksbuild::<player>::pickup::nether_brick_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::nether_brick_wall, long, 0000000000000000
blocksbuild::<player>::pickup::nether_bricks, long, 0000000000000000
blocksbuild::<player>::pickup::netherrack, long, 0000000000000000
blocksbuild::<player>::pickup::oak_door, long, 0000000000000000
blocksbuild::<player>::pickup::oak_fence, long, 0000000000000000
blocksbuild::<player>::pickup::oak_fence_gate, long, 0000000000000000
blocksbuild::<player>::pickup::oak_log, long, 0000000000000000
blocksbuild::<player>::pickup::oak_planks, long, 0000000000000000
blocksbuild::<player>::pickup::oak_slab, long, 0000000000000000
blocksbuild::<player>::pickup::oak_stairs, long, 0000000000000000
blocksbuild::<player>::pickup::oak_trapdoor, long, 0000000000000000
blocksbuild::<player>::pickup::packed_mud, long, 0000000000000000
blocksbuild::<player>::pickup::polished_andesite, long, 0000000000000000
blocksbuild::<player>::pickup::polished_andesite_slab, long, 0000000000000000
blocksbuild::<player>::pickup::polished_andesite_stairs, long, 0000000000000000
